problem,method,rotation_error_deg,translation_error,loss,success_rot_le_5deg,trial
axbycz,GNN-SVD,6.685908368631729,0.33992508819170825,0.1370840067879249,0.0,23.0
hand_eye,GNN-CORO,16.77749224924901,0.1779236255875788,0.06096061083878626,0.0,23.0
rwhe,GNN-CORO,9.529637019089076,0.27454729967845354,0.18599173295636273,0.0,23.0
axbycz,GNN-CORO,6.685908368815525,0.3399250881917142,0.13708400678787153,0.0,23.0
hand_eye,ZNN-SVD,0.39503201407720984,0.022305150516733336,0.0003942913826491838,1.0,24.0
rwhe,ZNN-SVD,0.5406641533950243,0.0070026194894134315,0.0003828334235953577,1.0,24.0
axbycz,ZNN-SVD,1.4580716481733427,0.034565081644257006,0.00045670056698171233,1.0,24.0
hand_eye,ZNN-CORO,0.3950320171938473,0.022305150516733315,0.0003942913826505782,1.0,24.0
rwhe,ZNN-CORO,0.5406641556708385,0.007002619489413434,0.0003828334235955457,1.0,24.0
axbycz,ZNN-CORO,1.4580716490178105,0.034565081644257784,0.00045670056698030015,1.0,24.0
hand_eye,GNN-SVD,7.928673471246332,0.3419329645544035,0.029812629819978394,0.0,24.0
rwhe,GNN-SVD,11.40732366193964,0.2172528513781532,0.09624300888016364,0.0,24.0
axbycz,GNN-SVD,10.289041295265646,0.5417530412023563,0.24559120527112605,0.0,24.0
hand_eye,GNN-CORO,7.92867347140091,0.3419329645543958,0.029812629819994305,0.0,24.0
rwhe,GNN-CORO,11.40732366204764,0.21725285137816902,0.09624300888012667,0.0,24.0
axbycz,GNN-CORO,10.289041295384811,0.5417530412023633,0.24559120527101191,0.0,24.0
hand_eye,ZNN-SVD,0.8353817360506376,0.016018446239994464,0.00038271858387522024,1.0,25.0
rwhe,ZNN-SVD,0.645064491858472,0.022033778752258544,0.000667452067111243,1.0,25.0
axbycz,ZNN-SVD,0.6352914083725512,0.04124042244669573,0.0005583692512630932,1.0,25.0
hand_eye,ZNN-CORO,0.8353817375218435,0.01601844623999446,0.00038271858387426094,1.0,25.0
rwhe,ZNN-CORO,0.6450644937625793,0.02203377875225854,0.0006674520671083637,1.0,25.0
axbycz,ZNN-CORO,0.6352914103116865,0.04124042244669657,0.0005583692512617757,1.0,25.0
hand_eye,GNN-SVD,7.788408383861204,0.19987041263473335,0.037654419263986945,0.0,25.0
rwhe,GNN-SVD,8.939316605738235,0.32238467782771374,0.21455015662503243,0.0,25.0
axbycz,GNN-SVD,13.538131247706927,0.5352932351405566,0.6006651746182468,0.0,25.0
hand_eye,GNN-CORO,7.788408384018735,0.19987041263474273,0.03765441926396418,0.0,25.0
rwhe,GNN-CORO,8.939316605882578,0.3223846778277353,0.2145501566250211,0.0,25.0
axbycz,GNN-CORO,13.538131247797631,0.5352932351406032,0.600665174617994,0.0,25.0
hand_eye,ZNN-SVD,0.08804449277982138,0.0035165511650453334,0.0002675369500416886,1.0,26.0
rwhe,ZNN-SVD,0.7287217501997292,0.015318617916355519,0.0003308951761331542,1.0,26.0
axbycz,ZNN-SVD,0.6074956087447428,0.03335652032779633,0.00048583051612414486,1.0,26.0
hand_eye,ZNN-CORO,0.08804450674667282,0.0035165511650453282,0.0002675369500412204,1.0,26.0
rwhe,ZNN-CORO,0.7287217518882557,0.015318617916355562,0.0003308951761291625,1.0,26.0
axbycz,ZNN-CORO,0.6074956107737992,0.03335652032779696,0.0004858305161221536,1.0,26.0
hand_eye,GNN-SVD,17.976456673464043,0.15689059476733946,0.048517662232040716,0.0,26.0
rwhe,GNN-SVD,4.936493221303156,0.44449383293549,0.10396617623795339,1.0,26.0
axbycz,GNN-SVD,15.080983482015009,0.3666354587600499,0.23894535777524056,0.0,26.0
hand_eye,GNN-CORO,17.976456673531317,0.15689059476734285,0.04851766223202214,0.0,26.0
rwhe,GNN-CORO,4.936493221552272,0.44449383293552486,0.10396617623786698,1.0,26.0
axbycz,GNN-CORO,15.08098348209789,0.36663545876005404,0.23894535777517514,0.0,26.0
hand_eye,ZNN-SVD,0.4815577418630631,0.010415320651012423,0.000270616589767481,1.0,27.0
rwhe,ZNN-SVD,0.6059609150991048,0.007166804125154656,0.00019808141682886357,1.0,27.0
axbycz,ZNN-SVD,1.2234806401723295,0.04189627389341251,0.00040638226112923764,1.0,27.0
hand_eye,ZNN-CORO,0.48155774441517546,0.010415320651012446,0.000270616589767193,1.0,27.0
rwhe,ZNN-CORO,0.605960917127285,0.007166804125154641,0.00019808141682864624,1.0,27.0
axbycz,ZNN-CORO,1.2234806411780883,0.04189627389340955,0.00040638226112690314,1.0,27.0
hand_eye,GNN-SVD,11.943996169781663,0.14462168873474507,0.04768415673437013,0.0,27.0
rwhe,GNN-SVD,7.951586274005884,0.1229589688830663,0.06452432508795695,0.0,27.0
axbycz,GNN-SVD,13.280614214035907,0.39346320324411416,0.1239533526848696,0.0,27.0
hand_eye,GNN-CORO,11.943996169883892,0.14462168873475387,0.04768415673434321,0.0,27.0
rwhe,GNN-CORO,7.95158627416011,0.12295896888307567,0.06452432508792592,0.0,27.0
axbycz,GNN-CORO,13.280614214127896,0.39346320324410566,0.12395335268481292,0.0,27.0
hand_eye,ZNN-SVD,0.4969850831296182,0.013603064237774019,0.0002955359920237015,1.0,28.0
rwhe,ZNN-SVD,0.9625813300760044,0.009612289072304088,0.0002171690572279632,1.0,28.0
axbycz,ZNN-SVD,0.9659242598097946,0.05188692221574073,0.0005061836745812133,1.0,28.0
hand_eye,ZNN-CORO,0.49698508559957677,0.013603064237774043,0.0002955359920237198,1.0,28.0
rwhe,ZNN-CORO,0.9625813313535713,0.009612289072304072,0.00021716905722705154,1.0,28.0
axbycz,ZNN-CORO,0.9659242610814308,0.05188692221573845,0.0005061836745836036,1.0,28.0
hand_eye,GNN-SVD,15.061714759525225,0.3593098813985572,0.07377292506142875,0.0,28.0
rwhe,GNN-SVD,8.004856633444476,0.48660835415688913,0.22977193959971276,0.0,28.0
axbycz,GNN-SVD,3.7357111941981285,0.25557154892934625,0.09103801684749854,1.0,28.0
hand_eye,GNN-CORO,15.06171475960581,0.35930988139856845,0.073772925061375,0.0,28.0
rwhe,GNN-CORO,8.004856633597683,0.4866083541568977,0.22977193959963552,0.0,28.0
axbycz,GNN-CORO,3.7357111945275374,0.2555715489293559,0.09103801684745727,1.0,28.0
hand_eye,ZNN-SVD,0.22729912649666292,0.003288746399628632,0.00036160989812686247,1.0,29.0
rwhe,ZNN-SVD,0.2929868101983025,0.017220836525729658,0.00030013865771686185,1.0,29.0
axbycz,ZNN-SVD,0.8369920784793513,0.014579673822351721,0.0004486292052252155,1.0,29.0
hand_eye,ZNN-CORO,0.22729913191315992,0.0032887463996286335,0.0003616098981278739,1.0,29.0
rwhe,ZNN-CORO,0.2929868144029154,0.017220836525729633,0.00030013865771530136,1.0,29.0
axbycz,ZNN-CORO,0.8369920799485979,0.014579673822351822,0.0004486292052223029,1.0,29.0
hand_eye,GNN-SVD,5.358695221771954,0.35316608291072715,0.03611006322877476,0.0,29.0
rwhe,GNN-SVD,3.103588414010179,0.2375055582528087,0.07827490852777029,1.0,29.0
axbycz,GNN-SVD,13.851374579990987,0.36227322088907804,0.24498031690627126,0.0,29.0
hand_eye,GNN-CORO,5.358695222001358,0.3531660829107303,0.03611006322876343,0.0,29.0
rwhe,GNN-CORO,3.103588414406593,0.23750555825282713,0.07827490852772571,1.0,29.0
axbycz,GNN-CORO,13.85137458007952,0.3622732208891013,0.24498031690618466,0.0,29.0
hand_eye,ZNN-SVD,0.4848791549452704,0.004887691354598075,0.0003822126604800665,1.0,30.0
rwhe,ZNN-SVD,0.48995650840055993,0.010948331578109271,0.0003602736326886196,1.0,30.0
axbycz,ZNN-SVD,0.8686325107820967,0.018793966625867565,0.00048562021114969503,1.0,30.0
hand_eye,ZNN-CORO,0.48487915747990135,0.004887691354598096,0.0003822126604802842,1.0,30.0
rwhe,ZNN-CORO,0.48995651090892545,0.010948331578109292,0.0003602736326871138,1.0,30.0
axbycz,ZNN-CORO,0.8686325121969897,0.018793966625867756,0.0004856202111508771,1.0,30.0
hand_eye,GNN-SVD,4.079360986252783,0.39054372880474253,0.058661182986206595,1.0,30.0
rwhe,GNN-SVD,8.461752054506077,0.2616053831905784,0.11631059387736557,0.0,30.0
axbycz,GNN-SVD,14.743577516864837,0.48037709338718976,0.5983273137392296,0.0,30.0
hand_eye,GNN-CORO,4.0793609865543035,0.3905437288047453,0.058661182986195805,1.0,30.0
rwhe,GNN-CORO,8.461752054651068,0.2616053831905924,0.11631059387732799,0.0,30.0
axbycz,GNN-CORO,14.743577516941823,0.4803770933872099,0.5983273137386347,0.0,30.0
hand_eye,ZNN-SVD,0.28586938534786077,0.00914914826601382,0.00026546990789548915,1.0,31.0
rwhe,ZNN-SVD,0.8736235476588303,0.011875274670803907,0.00017604350701270883,1.0,31.0
axbycz,ZNN-SVD,0.6517897639292085,0.02863742593582386,0.0003594621263669713,1.0,31.0
hand_eye,ZNN-CORO,0.2858693896597068,0.009149148266013794,0.0002654699078936434,1.0,31.0
rwhe,ZNN-CORO,0.873623549063972,0.011875274670803872,0.00017604350701072723,1.0,31.0
axbycz,ZNN-CORO,0.6517897658147881,0.028637425935826077,0.00035946212636608313,1.0,31.0
hand_eye,GNN-SVD,9.364774712241596,0.38017552492323464,0.06276398970890573,0.0,31.0
rwhe,GNN-SVD,1.8286754062369481,0.3699780248652583,0.24586193404530785,1.0,31.0
axbycz,GNN-SVD,5.278749159521378,0.3166234208464322,0.08329116427891733,0.0,31.0
hand_eye,GNN-CORO,9.3647747123724,0.3801755249232465,0.06276398970886332,0.0,31.0
rwhe,GNN-CORO,1.828675406910715,0.3699780248652924,0.24586193404515996,1.0,31.0
axbycz,GNN-CORO,5.278749159754524,0.3166234208464427,0.08329116427886764,0.0,31.0
hand_eye,ZNN-SVD,0.15355242696203616,0.008710407467852972,0.00020868993185624087,1.0,32.0
rwhe,ZNN-SVD,0.5818886254948342,0.01661364215045742,0.00032078306800165703,1.0,32.0
axbycz,ZNN-SVD,0.5875452186647999,0.03913040714733229,0.0004786267897056624,1.0,32.0
hand_eye,ZNN-CORO,0.15355243497041107,0.008710407467852982,0.00020868993185636122,1.0,32.0
rwhe,ZNN-CORO,0.5818886276081684,0.016613642150457384,0.00032078306799982907,1.0,32.0
axbycz,ZNN-CORO,0.5875452207565479,0.039130407147332666,0.000478626789706395,1.0,32.0
hand_eye,GNN-SVD,2.753476177117328,0.2000874351912626,0.014300274056325306,1.0,32.0
rwhe,GNN-SVD,14.090146682114357,0.3660435651295737,0.17506310751247733,0.0,32.0
axbycz,GNN-SVD,15.229268846744478,0.38945243327198664,0.2500707522584711,0.0,32.0
hand_eye,GNN-CORO,2.7534761775648953,0.20008743519126185,0.014300274056326138,1.0,32.0
rwhe,GNN-CORO,14.090146682203196,0.3660435651295933,0.17506310751217344,0.0,32.0
axbycz,GNN-CORO,15.229268846824535,0.38945243327200724,0.2500707522583622,0.0,32.0
hand_eye,ZNN-SVD,0.5106331811164666,0.011581743287613855,0.0002951951354225579,1.0,33.0
rwhe,ZNN-SVD,0.7435787899728938,0.02335188730068447,0.0002817301838587502,1.0,33.0
axbycz,ZNN-SVD,0.5749530177605361,0.024436860825560437,0.0006000016050263142,1.0,33.0
hand_eye,ZNN-CORO,0.5106331835289755,0.011581743287613853,0.000295195135421399,1.0,33.0
rwhe,ZNN-CORO,0.7435787916306258,0.023351887300684434,0.00028173018385488943,1.0,33.0
axbycz,ZNN-CORO,0.5749530199031658,0.02443686082555829,0.0006000016050284406,1.0,33.0
hand_eye,GNN-SVD,11.984145522261574,0.3554193714396517,0.06752123199953393,0.0,33.0
rwhe,GNN-SVD,11.518810873467837,0.3522353307882853,0.18633212598878915,0.0,33.0
axbycz,GNN-SVD,15.978609927075588,0.5515216789879415,0.45075063455825637,0.0,33.0
hand_eye,GNN-CORO,11.984145522363466,0.35541937143965663,0.06752123199950036,0.0,33.0
rwhe,GNN-CORO,11.518810873573278,0.35223533078831337,0.18633212598878746,0.0,33.0
axbycz,GNN-CORO,15.978609927155773,0.5515216789879576,0.45075063455811704,0.0,33.0
hand_eye,ZNN-SVD,0.7483933487885213,0.004947345650369552,0.00040818369362756267,1.0,34.0
rwhe,ZNN-SVD,0.8334541471873379,0.023836111663850277,0.00038341878385852085,1.0,34.0
axbycz,ZNN-SVD,0.5321871924989969,0.028934563545010103,0.0004982697311806377,1.0,34.0
hand_eye,ZNN-CORO,0.7483933504355893,0.004947345650369567,0.0004081836936276637,1.0,34.0
rwhe,ZNN-CORO,0.8334541486628207,0.02383611166385031,0.00038341878385690984,1.0,34.0
axbycz,ZNN-CORO,0.5321871948110605,0.028934563545007626,0.0004982697311781468,1.0,34.0
hand_eye,GNN-SVD,18.271170763451007,0.2320466893162976,0.07788223416721306,0.0,34.0
rwhe,GNN-SVD,12.808860214452954,0.45018224895949427,0.32978279329899257,0.0,34.0
axbycz,GNN-SVD,11.587667548199237,0.15396749160945966,0.10638876909486038,0.0,34.0
hand_eye,GNN-CORO,18.271170763517194,0.232046689316297,0.07788223416718722,0.0,34.0
rwhe,GNN-CORO,12.80886021454804,0.450182248959526,0.32978279329884413,0.0,34.0
axbycz,GNN-CORO,11.58766754830564,0.15396749160946838,0.10638876909476873,0.0,34.0
hand_eye,ZNN-SVD,0.483963751833337,0.009242278972028145,0.00029658365349563776,1.0,35.0
rwhe,ZNN-SVD,0.8776801138938517,0.02118846760536404,0.00040487512767740236,1.0,35.0
axbycz,ZNN-SVD,0.9357866803580968,0.02907330225138467,0.00028245725795563814,1.0,35.0
hand_eye,ZNN-CORO,0.4839637543742682,0.009242278972028178,0.0002965836534951848,1.0,35.0
rwhe,ZNN-CORO,0.877680115296652,0.02118846760536404,0.0004048751276754486,1.0,35.0
axbycz,ZNN-CORO,0.935786681673799,0.02907330225138569,0.00028245725795448536,1.0,35.0
hand_eye,GNN-SVD,13.857602316368268,0.33098479278104703,0.06857549603401869,0.0,35.0
rwhe,GNN-SVD,3.9545067719031115,0.4765974182285494,0.17677360173622902,1.0,35.0
axbycz,GNN-SVD,13.71898202977729,0.4149748678644423,0.25667536322313483,0.0,35.0
hand_eye,GNN-CORO,13.85760231645602,0.33098479278105797,0.06857549603397728,0.0,35.0
rwhe,GNN-CORO,3.954506772214875,0.47659741822856877,0.1767736017361439,1.0,35.0
axbycz,GNN-CORO,13.718982029866499,0.41497486786445875,0.25667536322304907,0.0,35.0
hand_eye,ZNN-SVD,0.33919890780809503,0.02223685563892461,0.0003052251533409159,1.0,36.0
rwhe,ZNN-SVD,0.5410049583235125,0.015069982554965658,0.00023485396658978484,1.0,36.0
axbycz,ZNN-SVD,1.6607836689551299,0.021566800382877952,0.0005186869793940936,1.0,36.0
hand_eye,ZNN-CORO,0.3391989114377323,0.022236855638924604,0.0003052251533420339,1.0,36.0
rwhe,ZNN-CORO,0.5410049605992404,0.015069982554965632,0.00023485396658824449,1.0,36.0
axbycz,ZNN-CORO,1.6607836696943525,0.02156680038287766,0.0005186869793916542,1.0,36.0
hand_eye,GNN-SVD,0.8882783520098255,0.3484872814290894,0.029551108010346244,1.0,36.0
rwhe,GNN-SVD,9.263935548795265,0.322100451840584,0.14150008966626113,0.0,36.0
axbycz,GNN-SVD,10.211944365616073,0.3454988581493003,0.17529270928402468,0.0,36.0
hand_eye,GNN-CORO,0.8882783533950694,0.34848728142909063,0.02955110801034413,1.0,36.0
rwhe,GNN-CORO,9.263935548927796,0.3221004518406275,0.14150008966612196,0.0,36.0
axbycz,GNN-CORO,10.211944365732109,0.34549885814931663,0.17529270928387286,0.0,36.0
hand_eye,ZNN-SVD,0.4936895512080414,0.015968578862427977,0.0003632676915416709,1.0,37.0
rwhe,ZNN-SVD,0.40772843837001665,0.022713665746579202,0.0005282576156749192,1.0,37.0
axbycz,ZNN-SVD,0.5413749836433517,0.0280151674798884,0.0004327880111590963,1.0,37.0
hand_eye,ZNN-CORO,0.4936895537003933,0.015968578862428005,0.00036326769154339564,1.0,37.0
rwhe,ZNN-CORO,0.4077284413949688,0.022713665746579133,0.0005282576156725237,1.0,37.0
axbycz,ZNN-CORO,0.5413749859161778,0.028015167479886905,0.000432788011157016,1.0,37.0
hand_eye,GNN-SVD,1.0369493470928879,0.2523638692639732,0.012577416760171411,1.0,37.0
rwhe,GNN-SVD,12.304379993059268,0.4017065773088934,0.16060583183560304,0.0,37.0
axbycz,GNN-SVD,16.241079499721657,0.34800851609999206,0.23392157386171833,0.0,37.0
hand_eye,GNN-CORO,1.036949348281651,0.2523638692639643,0.012577416760189938,1.0,37.0
rwhe,GNN-CORO,12.304379993158308,0.4017065773088938,0.16060583183551935,0.0,37.0
axbycz,GNN-CORO,16.241079499793305,0.3480085161000025,0.23392157386154222,0.0,37.0
hand_eye,ZNN-SVD,0.362543660927515,0.005595430009657384,0.0004046667816736413,1.0,38.0
rwhe,ZNN-SVD,0.6428431035374035,0.010296960447053074,0.00025085302948830513,1.0,38.0
axbycz,ZNN-SVD,1.1819176399218703,0.03660592299332881,0.0006722116515741055,1.0,38.0
hand_eye,ZNN-CORO,0.3625436643214265,0.0055954300096573775,0.0004046667816734952,1.0,38.0
rwhe,ZNN-CORO,0.6428431054514923,0.010296960447053059,0.0002508530294858002,1.0,38.0
axbycz,ZNN-CORO,1.1819176409623753,0.0366059229933302,0.0006722116515682068,1.0,38.0
hand_eye,GNN-SVD,7.539651703848194,0.2914625157044922,0.03962206687470258,0.0,38.0
rwhe,GNN-SVD,15.01308080491035,0.222345900392031,0.16004333570319176,0.0,38.0
axbycz,GNN-SVD,10.011006488577612,0.3712157542987226,0.7504280369749463,0.0,38.0
hand_eye,GNN-CORO,7.539651704011279,0.29146251570449355,0.03962206687469175,0.0,38.0
rwhe,GNN-CORO,15.013080804991336,0.22234590039205782,0.16004333570309365,0.0,38.0
axbycz,GNN-CORO,10.011006488701074,0.3712157542987503,0.7504280369746323,0.0,38.0
hand_eye,ZNN-SVD,0.5576390027568061,0.009088906231209271,0.0003098115104278914,1.0,39.0
rwhe,ZNN-SVD,1.368044001716791,0.03468256366512751,0.00037769197118340793,1.0,39.0
axbycz,ZNN-SVD,1.297657327555265,0.029914190091315927,0.00033969928041852645,1.0,39.0
hand_eye,ZNN-CORO,0.5576390049633452,0.009088906231209217,0.0003098115104293186,1.0,39.0
rwhe,ZNN-CORO,1.3680440026178855,0.03468256366512752,0.0003776919711807497,1.0,39.0
axbycz,ZNN-CORO,1.2976573285035415,0.029914190091316507,0.0003396992804170047,1.0,39.0
hand_eye,GNN-SVD,17.51546546232549,0.4365846123884645,0.1452854400290991,0.0,39.0
rwhe,GNN-SVD,7.95645545838668,0.2604686301824764,0.1278645832931208,0.0,39.0
axbycz,GNN-SVD,16.015111773140084,0.44903757839362385,0.2276908671882374,0.0,39.0
hand_eye,GNN-CORO,17.515465462394605,0.43658461238847324,0.14528544002904026,0.0,39.0
rwhe,GNN-CORO,7.956455458541273,0.2604686301825069,0.12786458329300063,0.0,39.0
axbycz,GNN-CORO,16.015111773216216,0.4490375783936339,0.22769086718812415,0.0,39.0
hand_eye,ZNN-SVD,0.5104033465240602,0.020961744429042126,0.0005675265806832203,1.0,40.0
rwhe,ZNN-SVD,0.4026031894610637,0.030047330842179785,0.00016768715250982977,1.0,40.0
axbycz,ZNN-SVD,1.5309253502398539,0.029972327808136915,0.00044969737348401595,1.0,40.0
hand_eye,ZNN-CORO,0.510403348934799,0.020961744429042126,0.0005675265806804658,1.0,40.0
rwhe,ZNN-CORO,0.4026031925118498,0.030047330842179795,0.00016768715251110544,1.0,40.0
axbycz,ZNN-CORO,1.530925351044144,0.029972327808135583,0.00044969737348345357,1.0,40.0
hand_eye,GNN-SVD,4.5174650797135385,0.40274099917559775,0.049502881376732866,1.0,40.0
rwhe,GNN-SVD,10.30093345139535,0.19406176651893783,0.08086405214148534,0.0,40.0
axbycz,GNN-SVD,15.465632456400664,0.4733135837375233,0.8554930192116641,0.0,40.0
hand_eye,GNN-CORO,4.517465079985871,0.40274099917561657,0.04950288137667024,1.0,40.0
rwhe,GNN-CORO,10.300933451514306,0.1940617665189515,0.08086405214143942,0.0,40.0
axbycz,GNN-CORO,15.46563245647986,0.4733135837375596,0.8554930192112904,0.0,40.0
hand_eye,ZNN-SVD,0.24504530899995733,0.012269526295709838,0.0002015795357652669,1.0,41.0
rwhe,ZNN-SVD,0.4747557241177041,0.04449476162869351,0.00028997349128988704,1.0,41.0
axbycz,ZNN-SVD,0.6726827896490256,0.021347067204619027,0.00039065356616236783,1.0,41.0
hand_eye,ZNN-CORO,0.2450453140241938,0.012269526295709838,0.00020157953576385498,1.0,41.0
rwhe,ZNN-CORO,0.4747557267094516,0.044494761628693515,0.00028997349128654124,1.0,41.0
axbycz,ZNN-CORO,0.6726827914803777,0.021347067204619128,0.000390653566160768,1.0,41.0
hand_eye,GNN-SVD,16.481462741258152,0.45733006463050957,0.17414119720310076,0.0,41.0
rwhe,GNN-SVD,7.5333573544922094,0.17882494539609345,0.04905611727025928,0.0,41.0
axbycz,GNN-SVD,14.43730852620006,0.36203398194499836,0.2826572576976748,0.0,41.0
hand_eye,GNN-CORO,16.481462741331473,0.45733006463052683,0.17414119720300816,0.0,41.0
rwhe,GNN-CORO,7.533357354655139,0.17882494539610114,0.049056117270235455,0.0,41.0
axbycz,GNN-CORO,14.437308526284662,0.3620339819450169,0.28265725769761274,0.0,41.0
hand_eye,ZNN-SVD,0.30212614613496497,0.009291871741093291,0.000526473164111844,1.0,42.0
rwhe,ZNN-SVD,0.6694840812133053,0.0366818990193162,0.000655311642262017,1.0,42.0
axbycz,ZNN-SVD,1.1206568509125576,0.06064101043905228,0.0009199068805905413,1.0,42.0
hand_eye,ZNN-CORO,0.30212615021721445,0.009291871741093315,0.0005264731641130165,1.0,42.0
rwhe,ZNN-CORO,0.6694840830479629,0.03668189901931622,0.0006553116422568927,1.0,42.0
axbycz,ZNN-CORO,1.120656852008633,0.06064101043905246,0.0009199068805910085,1.0,42.0
hand_eye,GNN-SVD,12.530401507762928,0.6193093734687203,0.04750475051802852,0.0,42.0
rwhe,GNN-SVD,11.635925966447179,0.4725494521516879,0.2584254621769362,0.0,42.0
axbycz,GNN-SVD,14.30836405575868,0.33011701685351214,0.13734307521377065,0.0,42.0
hand_eye,GNN-CORO,12.530401507860269,0.6193093734687197,0.047504750518020056,0.0,42.0
rwhe,GNN-CORO,11.635925966552138,0.4725494521517225,0.2584254621767938,0.0,42.0
axbycz,GNN-CORO,14.308364055844237,0.33011701685351896,0.1373430752136935,0.0,42.0
hand_eye,ZNN-SVD,0.12840738727564838,0.012305543696325808,0.0005295269748780235,1.0,43.0
rwhe,ZNN-SVD,0.3888559006874107,0.00986560706030565,0.0002801060186449847,1.0,43.0
axbycz,ZNN-SVD,0.7662048833101904,0.010100791203610947,0.00037085140086548556,1.0,43.0
hand_eye,ZNN-CORO,0.12840739685223873,0.012305543696325782,0.000529526974876539,1.0,43.0
rwhe,ZNN-CORO,0.3888559038497992,0.009865607060305556,0.00028010601864421683,1.0,43.0
axbycz,ZNN-CORO,0.766204884916118,0.010100791203611632,0.0003708514008648097,1.0,43.0
hand_eye,GNN-SVD,8.464781302087994,0.5172672520780929,0.14711464817257086,0.0,43.0
rwhe,GNN-SVD,12.367814108037896,0.45093493232847087,0.38085071201073406,0.0,43.0
axbycz,GNN-SVD,14.203475105399509,0.30166869322632217,0.2065383622726043,0.0,43.0
hand_eye,GNN-CORO,8.464781302235094,0.5172672520781052,0.1471146481725293,0.0,43.0
rwhe,GNN-CORO,12.367814108136496,0.45093493232850973,0.3808507120105464,0.0,43.0
axbycz,GNN-CORO,14.203475105484802,0.3016686932263489,0.20653836227248296,0.0,43.0
hand_eye,ZNN-SVD,0.23834113077126862,0.009105115279686545,0.000386241972037706,1.0,44.0
rwhe,ZNN-SVD,0.6515235016272225,0.015725327412571773,0.0003687827748551603,1.0,44.0
axbycz,ZNN-SVD,0.4388038653206492,0.012771711488394035,0.0003785747853572191,1.0,44.0
hand_eye,ZNN-CORO,0.23834113592765335,0.009105115279686549,0.0003862419720380794,1.0,44.0
rwhe,ZNN-CORO,0.6515235035169293,0.015725327412571814,0.00036878277485508505,1.0,44.0
axbycz,ZNN-CORO,0.4388038681214155,0.012771711488392781,0.0003785747853575653,1.0,44.0
hand_eye,GNN-SVD,14.755567829872279,0.19574038196989346,0.05912245834257673,0.0,44.0
rwhe,GNN-SVD,13.86273386142307,0.5510809675482629,0.27094821312197975,0.0,44.0
axbycz,GNN-SVD,4.594794431785493,0.3313212832659694,0.1297182152363951,1.0,44.0
hand_eye,GNN-CORO,14.755567829954595,0.19574038196989768,0.059122458342546674,0.0,44.0
rwhe,GNN-CORO,13.862733861511002,0.5510809675482736,0.2709482131218586,0.0,44.0
axbycz,GNN-CORO,4.594794432053886,0.33132128326598187,0.12971821523634722,1.0,44.0
hand_eye,ZNN-SVD,0.22221667487859717,0.005848383140215902,0.00016303651909614048,1.0,45.0
rwhe,ZNN-SVD,0.858044510675858,0.015379492441682215,0.00016032252391387324,1.0,45.0
axbycz,ZNN-SVD,0.9410178730460629,0.02494063432543201,0.0005743942187938866,1.0,45.0
hand_eye,ZNN-CORO,0.22221668042225776,0.005848383140215941,0.0001630365190966698,1.0,45.0
rwhe,ZNN-CORO,0.8580445121099082,0.01537949244168221,0.00016032252391527319,1.0,45.0
axbycz,ZNN-CORO,0.9410178743552263,0.0249406343254325,0.0005743942187946373,1.0,45.0
hand_eye,GNN-SVD,11.57340166574805,0.31764772563695864,0.027894307251057654,0.0,45.0
rwhe,GNN-SVD,11.34332098073739,0.19092122185527663,0.22204353527238577,0.0,45.0
axbycz,GNN-SVD,14.195622011480115,0.493589227601002,0.2999295553820699,0.0,45.0
hand_eye,GNN-CORO,11.573401665853696,0.31764772563695926,0.02789430725104718,0.0,45.0
rwhe,GNN-CORO,11.343320980844764,0.19092122185528665,0.22204353527227427,0.0,45.0
axbycz,GNN-CORO,14.195622011566128,0.4935892276010111,0.29992955538195,0.0,45.0
hand_eye,ZNN-SVD,0.38584337536506685,0.007272272204519247,0.0006528778604179787,1.0,46.0
rwhe,ZNN-SVD,0.7266592123653389,0.03510091464874719,0.000216601877435382,1.0,46.0
axbycz,ZNN-SVD,0.5259249525733753,0.01691273202104014,0.000593351626361923,1.0,46.0
hand_eye,ZNN-CORO,0.3858433785521457,0.00727227220451925,0.0006528778604174001,1.0,46.0
rwhe,ZNN-CORO,0.7266592140576548,0.03510091464874717,0.00021660187743733855,1.0,46.0
axbycz,ZNN-CORO,0.5259249549157399,0.016912732021041946,0.0005933516263611294,1.0,46.0
hand_eye,GNN-SVD,5.2448899296854,0.21119866480236327,0.02061657487134012,0.0,46.0
rwhe,GNN-SVD,9.942836933896805,0.2538435911715059,0.08235085060624656,0.0,46.0
axbycz,GNN-SVD,15.9885206016677,0.32672695220810494,0.35032634105694394,0.0,46.0
hand_eye,GNN-CORO,5.2448899299192115,0.21119866480236418,0.020616574871335586,0.0,46.0
rwhe,GNN-CORO,9.942836934019704,0.2538435911715205,0.08235085060612847,0.0,46.0
axbycz,GNN-CORO,15.988520601743263,0.3267269522081177,0.35032634105683047,0.0,46.0
hand_eye,ZNN-SVD,0.5515466449606804,0.014761181818368897,0.00022093363769260348,1.0,47.0
rwhe,ZNN-SVD,0.5595565913024042,0.008282785268870187,0.00039279966912836355,1.0,47.0
axbycz,ZNN-SVD,0.7283714210489534,0.05130444624415404,0.0005456476245725491,1.0,47.0
hand_eye,ZNN-CORO,0.5515466471929138,0.014761181818368902,0.00022093363769243147,1.0,47.0
rwhe,ZNN-CORO,0.5595565935013819,0.008282785268870168,0.00039279966912732987,1.0,47.0
axbycz,ZNN-CORO,0.7283714227412945,0.051304446244153826,0.0005456476245672934,1.0,47.0
