trial,method,rotation_error_x_deg,translation_error_x,worst_rotation_error_deg,worst_translation_error,final_loss,success_rot_le_5deg
94.0,GNN-CORO,16.045858462353255,0.30703797306358893,16.045858462353255,0.30703797306358893,0.09898424318767836,0.0
95.0,ZNN-CORO,0.15624363779747039,0.014229516114976021,0.15624363779747039,0.014229516114976021,0.0005206439008108018,1.0
95.0,GNN-CORO,14.894012570396573,0.5340989985141749,14.894012570396573,0.5340989985141749,0.0950983261824983,0.0
96.0,ZNN-CORO,0.4441216198587053,0.016626158562196836,0.4441216198587053,0.016626158562196836,0.00024195843820937335,1.0
96.0,GNN-CORO,2.163921374457502,0.5144156488505331,2.163921374457502,0.5144156488505331,0.03104922967924301,1.0
97.0,ZNN-CORO,0.512861338964372,0.0061102447866116,0.512861338964372,0.0061102447866116,0.00031742132808775767,1.0
97.0,GNN-CORO,15.797086322592413,0.18296828581579083,15.797086322592413,0.18296828581579083,0.08609641613451713,0.0
98.0,ZNN-CORO,0.1594971335978613,0.007526299757284954,0.1594971335978613,0.007526299757284954,0.00030501145901458995,1.0
98.0,GNN-CORO,14.540929799512936,0.1972366861432029,14.540929799512936,0.1972366861432029,0.047381996068694504,0.0
99.0,ZNN-CORO,0.6558944720921996,0.007148148896664469,0.6558944720921996,0.007148148896664469,0.00039789180598261375,1.0
99.0,GNN-CORO,13.93875093435143,0.39006451941350473,13.93875093435143,0.39006451941350473,0.10329724535881375,0.0
100.0,ZNN-CORO,0.47326692779771046,0.01473709522130028,0.47326692779771046,0.01473709522130028,0.00028996776744233426,1.0
100.0,GNN-CORO,7.63467290382597,0.2525150778157701,7.63467290382597,0.2525150778157701,0.034051494295744965,0.0
101.0,ZNN-CORO,0.30810340412141785,0.006571751308058834,0.30810340412141785,0.006571751308058834,0.00046561970886582695,1.0
101.0,GNN-CORO,8.849177530358956,0.07482761047336235,8.849177530358956,0.07482761047336235,0.038097294427883004,0.0
102.0,ZNN-CORO,0.5446755336497653,0.023677088918814485,0.5446755336497653,0.023677088918814485,0.00041023038590751133,1.0
102.0,GNN-CORO,6.314942161085915,0.28166303681856564,6.314942161085915,0.28166303681856564,0.014958793136735047,0.0
103.0,ZNN-CORO,0.7374510920885459,0.019351965908043153,0.7374510920885459,0.019351965908043153,0.00042731212968495055,1.0
103.0,GNN-CORO,10.345942053765443,0.17575015689067933,10.345942053765443,0.17575015689067933,0.024277507055422923,0.0
104.0,ZNN-CORO,0.728779068034414,0.017142648807144785,0.728779068034414,0.017142648807144785,0.0002644606961989645,1.0
104.0,GNN-CORO,1.1855579109990264,0.5274847113246762,1.1855579109990264,0.5274847113246762,0.022451759000384083,1.0
105.0,ZNN-CORO,0.6763928510008118,0.011390440494294893,0.6763928510008118,0.011390440494294893,0.0003342388324881919,1.0
105.0,GNN-CORO,3.4459754432914353,0.1990718000291015,3.4459754432914353,0.1990718000291015,0.007942818173788172,1.0
106.0,ZNN-CORO,0.43169360404183904,0.009595706957649403,0.43169360404183904,0.009595706957649403,0.000566852581494861,1.0
106.0,GNN-CORO,4.041561000158467,0.16247940452762802,4.041561000158467,0.16247940452762802,0.008232222232946795,1.0
107.0,ZNN-CORO,0.38228525391312373,0.018368847312326218,0.38228525391312373,0.018368847312326218,0.000365416036370214,1.0
107.0,GNN-CORO,7.998442644325567,0.30876808471186146,7.998442644325567,0.30876808471186146,0.029568751078577506,0.0
108.0,ZNN-CORO,0.3639788496928234,0.011333704374043914,0.3639788496928234,0.011333704374043914,0.00045074751048057186,1.0
