method,mean_rotation_error_x_deg,median_rotation_error_x_deg,std_rotation_error_x_deg,mean_translation_error_x,median_translation_error_x,std_translation_error_x,mean_worst_rotation_error_deg,median_worst_rotation_error_deg,std_worst_rotation_error_deg,mean_worst_translation_error,median_worst_translation_error,std_worst_translation_error,mean_final_loss,median_final_loss,std_final_loss,rate_success_rot_le_5deg
GNN-CORO,9.538481339167342,10.027645683050334,5.223821082298331,0.2895432686859337,0.274994121725044,0.13390346251098334,9.538481339167342,10.027645683050334,5.223821082298331,0.2895432686859337,0.274994121725044,0.13390346251098334,0.04938633597185072,0.04020948272176071,0.03410393727885524,0.25833333333333336
ZNN-CORO,0.4484794647352561,0.4115634418540086,0.21440279254017283,0.013366157891655251,0.011764689883263504,0.007841578438944235,0.4484794647352561,0.4115634418540086,0.21440279254017283,0.013366157891655251,0.011764689883263504,0.007841578438944235,0.0003974744669932139,0.00038649946330381496,0.00013887860328362701,1.0
