method,mean_rotation_error_x_deg,median_rotation_error_x_deg,std_rotation_error_x_deg,mean_translation_error_x,median_translation_error_x,std_translation_error_x,mean_rotation_error_y_deg,median_rotation_error_y_deg,std_rotation_error_y_deg,mean_translation_error_y,median_translation_error_y,std_translation_error_y,mean_rotation_error_z_deg,median_rotation_error_z_deg,std_rotation_error_z_deg,mean_translation_error_z,median_translation_error_z,std_translation_error_z,mean_worst_rotation_error_deg,median_worst_rotation_error_deg,std_worst_rotation_error_deg,mean_worst_translation_error,median_worst_translation_error,std_worst_translation_error,mean_final_loss,median_final_loss,std_final_loss,rate_success_rot_le_5deg
GNN-CORO,9.153480118983733,9.629753727226262,4.9286604484320655,0.2824266991973082,0.2763873349847016,0.11855827068358327,8.630873387795903,8.354296637550544,4.78007419537985,0.2886671079437904,0.2823725136308298,0.12572763930330919,8.645423218307142,8.61946846449109,4.526128235070246,0.2614943360389894,0.250099761076083,0.10846550668496056,13.071430449812063,13.960928277938395,3.3626005364682254,0.3770899837636216,0.3757268702562122,0.1052430358007556,0.28949785161397085,0.2585490126067831,0.1451543622721798,0.016666666666666666
ZNN-CORO,0.8147297742712827,0.7657862372667477,0.42139659988918515,0.024707010603364887,0.022053961172271513,0.01555956425038611,0.5499265238807085,0.5256624297489845,0.23748778790636077,0.018783064717226523,0.015731134195945292,0.012146860030456381,0.6129863340166006,0.5545580859758407,0.33385007146357315,0.01865789970672739,0.01726192097223198,0.009147478505151805,0.8883045222657883,0.801447046241146,0.3830061732295711,0.027197677326318077,0.024536207425649714,0.014776323303058685,0.0005270880306699827,0.0005074637302734756,0.0001851559639010131,1.0
