trial,method,rotation_error_x_deg,translation_error_x,rotation_error_y_deg,translation_error_y,worst_rotation_error_deg,worst_translation_error,final_loss,success_rot_le_5deg
24.0,GNN-CORO,7.102410831401043,0.4594023044878407,0.9831717680754722,0.19084773830064142,7.102410831401043,0.4594023044878407,0.18966539867532864,0.0
25.0,ZNN-CORO,0.36779139711771947,0.017693338482688392,0.5682721969379678,0.021822866356115047,0.5682721969379678,0.021822866356115047,0.0005285067186419921,1.0
25.0,GNN-CORO,15.626127104701798,0.3124409848627248,3.984420975827731,0.30805364140998953,15.626127104701798,0.3124409848627248,0.18597801587727547,0.0
26.0,ZNN-CORO,0.7043431376332543,0.019348887261934976,0.406772462824612,0.020455731737544964,0.7043431376332543,0.020455731737544964,0.0003419667061367716,1.0
26.0,GNN-CORO,1.0050356294990292,0.17644730017877194,5.24583661820995,0.21520372362629078,5.24583661820995,0.21520372362629078,0.03395353016188403,0.0
27.0,ZNN-CORO,0.27587054169991704,0.009397789587009275,0.37358769956886023,0.010479067298795127,0.37358769956886023,0.010479067298795127,0.00026726176997190576,1.0
27.0,GNN-CORO,15.679122562929178,0.10525677634983421,9.216906478416231,0.2645707486010487,15.679122562929178,0.2645707486010487,0.14755706137004712,0.0
28.0,ZNN-CORO,0.3328991760147255,0.00899168472502657,0.4111692069880256,0.005608929109209646,0.4111692069880256,0.00899168472502657,0.0002536094550567056,1.0
28.0,GNN-CORO,6.031284459663187,0.10591659244998451,11.771458468905678,0.2007505406893177,11.771458468905678,0.2007505406893177,0.21994011467998972,0.0
29.0,ZNN-CORO,0.23606002033604154,0.001505930907756924,0.3584088937966375,0.007635759805088183,0.3584088937966375,0.007635759805088183,0.00017754969914008845,1.0
29.0,GNN-CORO,2.2597348747368966,0.172747178886594,8.3705256345882,0.11641614025684577,8.3705256345882,0.172747178886594,0.0734175003741491,0.0
30.0,ZNN-CORO,0.2515734168143287,0.028142945229561064,0.39304662623190717,0.021939852562215305,0.39304662623190717,0.028142945229561064,0.00026482751840679067,1.0
30.0,GNN-CORO,7.803241707694431,0.21280799436827813,11.868059458129627,0.42706105902818486,11.868059458129627,0.42706105902818486,0.24108379002950922,0.0
31.0,ZNN-CORO,0.6285177019824034,0.007740686192354522,0.3695238825394065,0.018664321231954,0.6285177019824034,0.018664321231954,0.00046777532527052316,1.0
31.0,GNN-CORO,13.36112392573616,0.34929881894637,4.627030686593702,0.16666522668404,13.36112392573616,0.34929881894637,0.29180321987981117,0.0
32.0,ZNN-CORO,0.7042437815793128,0.01207018947775798,0.8013695448032293,0.011327009106679373,0.8013695448032293,0.01207018947775798,0.0003280172296745321,1.0
